YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in CWT","YIELD in LB / ACRE","PRODUCTION in $"
1996,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",850,"1,100","10,800","1,270"," "
1996,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,400","1,600","19,700","1,410"," "
1996,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",700,"1,000","12,100","1,730"," "
1996,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,600","5,600","74,000","1,610"," "
1996,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,500","1,600","19,000","1,270"," "
1996,"MICHIGAN, NORTHWEST, OTHER (COMBINED) COUNTIES",26,20,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,300","1,400","18,000","1,380"," "
1996,"MICHIGAN, NORTHWEST",26,20,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,300","1,400","18,000","1,380"," "
1996,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,800","2,900","31,000","1,110"," "
1996,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",950,"1,100","9,500","1,000"," "
1996,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,900","3,400","36,000","1,240"," "
1996,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,200","2,300","40,000","1,820"," "
1996,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","7,600","8,400","85,000","1,120"," "
1996,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","59,500","61,000","945,000","1,590"," "
1996,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","23,300","26,800","305,000","1,310"," "
1996,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","15,600","16,200","250,000","1,600"," "
1996,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","98,000","102,000","1,395,000","1,420"," "
1996,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","34,000","37,000","425,000","1,250"," "
1996,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",800,800,"11,000","1,380"," "
1996,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","241,000","255,000","3,420,000","1,420"," "
1996,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","17,400","17,900","283,000","1,630"," "
1996,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,900","5,300","59,000","1,200"," "
1996,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,600","2,800","38,000","1,460"," "
1996,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,200","4,400","48,000","1,140"," "
1996,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","23,800","25,800","420,000","1,760"," "
1996,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,750,700","1,839,000","27,912,000","1,594","652,240,000"
1996,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,600","1,800","22,000","1,380"," "
1996,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","54,500","58,000","870,000","1,600"," "
1996,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","320,000","340,000","4,640,000","1,450","100,688,000"
1997,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","19,700","20,000","320,000","1,620"," "
1997,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,800","1,800","28,000","1,560"," "
1997,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","225,000","232,000","3,690,000","1,640"," "
1997,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","6,700","6,900","92,000","1,370"," "
1997,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","54,500","57,500","830,000","1,520"," "
1997,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,500","2,500","35,000","1,400"," "
1997,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","8,300","9,100","92,000","1,110"," "
1997,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,900","4,900","81,000","1,650"," "
1997,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","9,000","9,100","130,000","1,440"," "
1997,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","33,300","34,000","560,000","1,680"," "
1997,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,200","1,300","13,000","1,080"," "
1997,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","18,000","18,500","302,000","1,680"," "
1997,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,600","4,000","35,000",970," "
1997,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","55,000","56,000","890,000","1,620"," "
1997,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",100,100,"2,000","2,000"," "
1997,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","93,000","95,000","1,590,000","1,710"," "
1997,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","15,500","16,400","260,000","1,680"," "
1997,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","21,000","21,300","350,000","1,670"," "
1997,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",800,800,"10,000","1,250"," "
1997,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,758,800","1,869,800","29,370,000","1,670","576,658,000"
1997,"MICHIGAN, WEST CENTRAL, OTHER (COMBINED) COUNTIES",26,40,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",500,500,"9,000","1,800"," "
1997,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",500,500,"9,000","1,800"," "
1997,"MICHIGAN, UPPER PENINSULA, OTHER (COMBINED) COUNTIES",26,10,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",200,200,"3,000","1,500"," "
1997,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,000","1,200","15,000","1,500"," "
1997,"MICHIGAN, UPPER PENINSULA",26,10,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,200","1,400","18,000","1,500"," "
1997,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",700,900,"9,000","1,290"," "
1997,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,900","3,000","49,000","1,690"," "
1997,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,600","3,900","58,000","1,610"," "
1997,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","305,000","315,000","4,941,000","1,620","93,385,000"
1997,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,700","1,900","28,000","1,650"," "
1997,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,800","2,900","60,000","2,140"," "
1997,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",900,"1,000","12,000","1,330"," "
1997,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","5,400","5,800","100,000","1,850"," "
1997,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,000","1,000","14,000","1,400"," "
1997,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,000","1,000","10,000","1,000"," "
1997,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,400","1,500","21,000","1,500"," "
1997,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,200","1,200","18,000","1,500"," "
1997,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,600","4,700","63,000","1,370"," "
1997,"MICHIGAN, NORTHWEST, OTHER (COMBINED) COUNTIES",26,20,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",450,600,"6,000","1,330"," "
1997,"MICHIGAN, NORTHWEST, MANISTEE",26,20,101,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",950,"1,000","15,000","1,580"," "
1997,"MICHIGAN, NORTHWEST",26,20,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,400","1,600","21,000","1,500"," "
1997,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,700","3,000","34,000","1,260"," "
1998,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,800","4,950","53,000","1,100"," "
1998,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,800","3,000","53,000","1,890"," "
1998,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,800","3,000","53,000","1,890"," "
1998,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","24,000","24,500","385,000","1,600"," "
1998,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,000","3,000","45,000","1,500"," "
1998,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,000","3,000","45,000","1,500"," "
1998,"MICHIGAN, UPPER PENINSULA",26,10,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,700","1,800","16,000",940," "
1998,"MICHIGAN, UPPER PENINSULA, DELTA",26,10,041,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,200","1,200","9,000",750," "
1998,"MICHIGAN, UPPER PENINSULA, OTHER (COMBINED) COUNTIES",26,10,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",500,600,"7,000","1,400"," "
1998,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,917,700","2,014,100","30,418,000","1,586","567,243,000"
1998,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","221,500","225,000","3,570,000","1,610"," "
1998,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,600","5,000","42,000",910," "
1998,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","48,500","51,000","805,000","1,660"," "
1998,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","9,500","9,500","128,000","1,350"," "
1998,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","295,000","300,000","4,425,000","1,500","95,580,000"
1998,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,600","4,700","53,000","1,150"," "
1998,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","33,000","33,000","465,000","1,410"," "
1998,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","7,900","8,000","85,000","1,080"," "
1998,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","91,500","92,000","1,530,000","1,670"," "
1998,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,000","1,000","15,000","1,500"," "
1998,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","54,000","55,000","595,000","1,100"," "
1998,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,900","3,000","27,000",930," "
1998,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,050","2,100","24,000","1,170"," "
1998,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","15,000","15,000","257,000","1,710"," "
1998,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,350","1,350","17,000","1,260"," "
1998,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,650","2,650","26,000",980," "
1998,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","21,900","22,000","230,000","1,050"," "
1998,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","16,000","16,200","192,000","1,200"," "
1998,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,500","1,500","16,000","1,070"," "
1998,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,600","2,700","45,000","1,730"," "
1998,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",50,50,"1,000","2,000"," "
1998,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",700,700,"17,000","2,430"," "
1998,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,900","2,000","28,000","1,470"," "
1999,"MICHIGAN, NORTHEAST, ALPENA",26,30,007,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,000","2,000","22,000","1,100"," "
1999,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","30,000","30,000","635,000","2,120"," "
1999,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","60,000","60,000","1,255,000","2,090"," "
1999,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","63,000","63,000","1,250,000","1,980"," "
1999,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","31,500","31,500","680,000","2,160"," "
1999,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","5,300","5,300","86,000","1,620"," "
1999,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","5,200","5,200","105,000","2,020"," "
1999,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","16,800","16,800","282,000","1,680"," "
1999,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,200","4,200","97,000","2,310"," "
1999,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","262,000","262,000","5,690,000","2,170"," "
1999,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","6,900","6,900","109,000","1,580"," "
1999,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","11,000","11,000","180,000","1,640"," "
1999,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","34,500","34,500","670,000","1,940"," "
1999,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","107,000","107,000","2,520,000","2,360"," "
1999,"MICHIGAN, NORTHEAST, ALCONA",26,30,001,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,400","1,400","22,000","1,570"," "
1999,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","350,000","350,000","7,350,000","2,100","123,480,000"
1999,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,550","1,550","23,000","1,480"," "
1999,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,950","1,950","42,000","2,150"," "
1999,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","19,500","19,500","430,000","2,210"," "
1999,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,900","1,900","26,000","1,370"," "
1999,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","7,400","7,400","140,000","1,890"," "
1999,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,250","1,250","22,000","1,760"," "
1999,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,100","2,100","50,000","2,380"," "
1999,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,881,000","2,027,500","33,146,000","1,762","548,784,000"
1999,"MICHIGAN, SOUTHWEST, OTHER (COMBINED) COUNTIES",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES",600,600,"9,000","1,500"," "
1999,"MICHIGAN, SOUTHWEST, KENT",26,70,081,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,500","3,500","49,000","1,400"," "
1999,"MICHIGAN, SOUTHWEST",26,70,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,100","4,100","58,000","1,410"," "
1999,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,400","1,400","22,000","1,570"," "
1999,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","3,300","3,300","55,000","1,670"," "
1999,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,700","4,700","77,000","1,640"," "
1999,"MICHIGAN, SOUTH CENTRAL, OTHER (COMBINED) COUNTIES",26,80,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,050","4,050","68,000","1,680"," "
2000,"MICHIGAN, NORTHEAST",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","6,300","6,300","76,000","1,210"," "
2000,"MICHIGAN, NORTHEAST, OTHER (COMBINED) COUNTIES",26,30,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","4,300","4,300","53,000","1,230"," "
2000,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","26,400","26,600","425,000","1,610"," "
2000,"MICHIGAN, CENTRAL, OTHER (COMBINED) COUNTIES",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,100","2,100","29,000","1,380"," "
2000,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","23,600","23,800","365,000","1,550"," "
2000,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","198,000","206,000","2,850,000","1,440"," "
2000,MICHIGAN,26,"  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","275,000","285,000","4,125,000","1,500","56,513,000"
2000,"MICHIGAN, NORTHEAST, PRESQUE ISLE",26,30,141,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,000","2,000","23,000","1,150"," "
2000,"MICHIGAN, OTHER DISTRICTS, ALL COUNTIES",26,98,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","12,500","14,000","141,000","1,130"," "
2000,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","2,700","2,700","38,000","1,410"," "
2000,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,000","1,000","14,000","1,400"," "
2000,"MICHIGAN, SOUTHEAST, OTHER (COMBINED) COUNTIES",26,90,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,700","1,700","24,000","1,410"," "
2000,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","5,900","6,000","79,000","1,340"," "
2000,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","11,400","11,400","180,000","1,580"," "
2000,"US TOTAL","  ","  ","   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","1,616,500","1,767,700","26,543,000","1,642","416,462,000"
2000,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","8,700","8,800","137,000","1,570"," "
2000,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,"BEANS, DRY EDIBLE","ALL PRODUCTION PRACTICES","55,500","56,000","1,020,000","1,840"," "
