YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / TON","PRODUCTION in $ / TON"
1958,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"16,290"," ","269,610",16.6," "," "," "
1958,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"3,990"," ","45,420",11.4," "," "," "
1958,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"12,970"," ","218,880",16.9," "," "," "
1958,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"14,350"," ","218,750",15.2," "," "," "
1958,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"12,810"," ","194,150",15.2," "," "," "
1958,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,140"," ","13,090",11.5," "," "," "
1958,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"61,550"," ","959,900",15.6," "," "," "
1958,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,20," ",220,11," "," "," "
1958,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,040"," ","14,610",14," "," "," "
1958,"MICHIGAN, CENTRAL, MECOSTA",26,50,107,YEAR,SUGARBEETS,20," ",250,12.5," "," "," "
1958,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,260," ","3,360",12.9," "," "," "
1958,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,690," ","11,690",16.9," "," "," "
1958,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,100," ","1,560",15.6," "," "," "
1958,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,130"," ","31,690",14.9," "," "," "
1958,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,650"," ","20,660",12.5," "," "," "
1958,"MICHIGAN, SOUTH CENTRAL, CALHOUN",26,80,025,YEAR,SUGARBEETS,40," ",390,9.8," "," "," "
1959,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"905,700","954,800","17,015,000",18.8," "," "," "
1959,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"1,970"," ","37,630",19.1," "," "," "
1959,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,80," ","1,800",22.5," "," "," "
1959,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,320"," ","24,100",18.3," "," "," "
1959,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,440," ","5,790",13.2," "," "," "
1959,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,90," ","1,430",15.9," "," "," "
1959,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"5,450"," ","93,820",17.2," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,370," ","6,050",16.4," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, JACKSON",26,80,075,YEAR,SUGARBEETS,80," ","1,400",17.5," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, IONIA",26,80,067,YEAR,SUGARBEETS,160," ","2,100",13.1," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,460," ","7,000",15.2," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, EATON",26,80,045,YEAR,SUGARBEETS,390," ","6,110",15.7," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,680," ","10,250",15.1," "," "," "
1959,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,"2,140"," ","32,910",15.4," "," "," "
1959,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,550"," ","23,070",14.9," "," "," "
1959,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"4,390"," ","56,830",12.9," "," "," "
1959,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,120"," ","260,840",18.5," "," "," "
1959,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"14,070"," ","233,240",16.6," "," "," "
1959,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"12,880"," ","239,900",18.6," "," "," "
1959,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,870," ","13,040",15," "," "," "
1959,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"64,310"," ","1,138,970",17.7," "," "," "
1959,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,30," ",520,17.3," "," "," "
1959,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,140"," ","16,500",14.5," "," "," "
1959,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,140," ","1,700",12.1," "," "," "
1959,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,790," ","13,190",16.7," "," "," "
1959,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,100," ","1,390",13.9," "," "," "
1959,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,200"," ","33,300",15.1," "," "," "
1959,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"74,100","78,200","1,299,000",17.5," "," "," "
1959,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"17,980"," ","335,120",18.6," "," "," "
1960,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"957,300","976,100","16,421,000",17.2," "," "," "
1960,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,380"," ","14,970",10.8," "," "," "
1960,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,800"," ","46,140",16.5," "," "," "
1960,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,70," ",970,13.9," "," "," "
1960,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,390"," ","21,440",15.4," "," "," "
1960,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,450," ","4,100",9.1," "," "," "
1960,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,170," ","2,130",12.5," "," "," "
1960,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"6,260"," ","89,750",14.3," "," "," "
1960,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,210," ","2,900",13.8," "," "," "
1960,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",100,10," "," "," "
1960,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,290," ","3,060",10.6," "," "," "
1960,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,510," ","6,060",11.9," "," "," "
1960,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"15,900"," ","228,240",14.4," "," "," "
1960,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"2,780"," ","27,830",10," "," "," "
1960,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"13,740"," ","194,270",14.1," "," "," "
1960,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"11,760"," ","157,300",13.4," "," "," "
1960,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"13,880"," ","194,870",14," "," "," "
1960,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,920," ","12,620",13.7," "," "," "
1960,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"58,980"," ","815,130",13.8," "," "," "
1960,"MICHIGAN, CENTRAL, MONTCALM",26,50,117,YEAR,SUGARBEETS,20," ",120,6," "," "," "
1960,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,020"," ","14,420",14.1," "," "," "
1960,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,140," ","2,020",14.4," "," "," "
1960,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,890," ","14,330",16.1," "," "," "
1960,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,80," ","1,170",14.6," "," "," "
1960,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,150"," ","32,060",14.9," "," "," "
1960,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"67,900","69,400","943,000",13.9," "," "," "
1961,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,076,800","1,128,800","17,704,000",16.4," "," "," "
1961,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,SUGARBEETS,90," ",880,9.8," "," "," "
1961,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,920"," ","22,900",11.9," "," "," "
1961,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"2,730"," ","44,020",16.1," "," "," "
1961,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,80," ","1,190",14.9," "," "," "
1961,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,530"," ","29,170",19.1," "," "," "
1961,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,480," ","5,490",11.4," "," "," "
1961,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,240," ","2,750",11.5," "," "," "
1961,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"6,980"," ","105,520",15.1," "," "," "
1961,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,310," ","4,120",13.3," "," "," "
1961,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",80,8," "," "," "
1961,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,250," ","3,380",13.5," "," "," "
1961,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,570," ","7,580",13.3," "," "," "
1961,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"16,030"," ","272,080",17," "," "," "
1961,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"3,730"," ","42,880",11.5," "," "," "
1961,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"13,690"," ","228,740",16.7," "," "," "
1961,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"12,220"," ","195,680",16," "," "," "
1961,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"15,170"," ","268,700",17.7," "," "," "
1961,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,060"," ","15,290",14.4," "," "," "
1961,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"61,900"," ","1,023,370",16.5," "," "," "
1961,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,220"," ","17,750",14.5," "," "," "
1961,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,100," ","1,780",17.8," "," "," "
1961,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"1,250"," ","19,790",15.8," "," "," "
1961,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,90," ","1,330",14.8," "," "," "
1961,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,660"," ","40,650",15.3," "," "," "
1961,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"72,200","76,600","1,178,000",16.3," "," "," "
1961,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,SUGARBEETS,90," ",880,9.8," "," "," "
1962,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,SUGARBEETS,100," ",710,7.1," "," "," "
1962,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"14,480"," ","244,460",16.9," "," "," "
1962,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,800"," ","23,450",13," "," "," "
1962,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"3,220"," ","54,580",17," "," "," "
1962,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,120," ","1,920",16," "," "," "
1962,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,350"," ","23,050",17.1," "," "," "
1962,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,380," ","4,940",13," "," "," "
1962,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,130," ","1,860",14.3," "," "," "
1962,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"7,000"," ","109,800",15.7," "," "," "
1962,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,300," ","4,250",14.2," "," "," "
1962,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",80,8," "," "," "
1962,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,250," ","3,670",14.7," "," "," "
1962,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,560," ","8,000",14.3," "," "," "
1962,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,102,700","1,182,000","18,251,000",16.5," "," "," "
1962,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"3,010"," ","36,300",12.1," "," "," "
1962,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"12,900"," ","211,280",16.4," "," "," "
1962,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"10,260"," ","179,840",17.5," "," "," "
1962,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"14,160"," ","234,110",16.5," "," "," "
1962,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,020"," ","15,840",15.5," "," "," "
1962,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"55,830"," ","921,830",16.5," "," "," "
1962,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,050"," ","14,610",13.9," "," "," "
1962,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,270," ","3,700",13.7," "," "," "
1962,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"1,280"," ","20,730",16.2," "," "," "
1962,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,110," ","1,620",14.7," "," "," "
1962,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,710"," ","40,660",15," "," "," "
1962,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"66,200","75,300","1,081,000",16.3," "," "," "
1962,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,SUGARBEETS,100," ",710,7.1," "," "," "
1963,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"15,580"," ","243,900",15.7," "," "," "
1963,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,234,800","1,285,100","23,328,000",18.9," "," "," "
1963,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,790"," ","18,320",10.2," "," "," "
1963,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"4,120"," ","48,130",11.7," "," "," "
1963,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,220," ","2,370",10.8," "," "," "
1963,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,750"," ","21,040",12," "," "," "
1963,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,530," ","4,900",9.2," "," "," "
1963,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,240," ","2,640",11," "," "," "
1963,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"8,650"," ","97,400",11.3," "," "," "
1963,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,110," ","1,650",15," "," "," "
1963,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",90,9," "," "," "
1963,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,260," ","3,910",15," "," "," "
1963,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,380," ","5,650",14.9," "," "," "
1963,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,SUGARBEETS,80," ",950,11.9," "," "," "
1963,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"4,840"," ","48,400",10," "," "," "
1963,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,730"," ","239,400",16.3," "," "," "
1963,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"12,050"," ","178,300",14.8," "," "," "
1963,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"16,460"," ","277,100",16.8," "," "," "
1963,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,330"," ","20,200",15.2," "," "," "
1963,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"64,990"," ","1,007,300",15.5," "," "," "
1963,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,280"," ","18,700",14.6," "," "," "
1963,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,760," ","10,600",13.9," "," "," "
1963,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"1,840"," ","32,700",17.8," "," "," "
1963,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,120," ","1,700",14.2," "," "," "
1963,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"4,000"," ","63,700",15.9," "," "," "
1963,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"78,100","82,600","1,175,000",15," "," "," "
1963,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,SUGARBEETS,80," ",950,11.9," "," "," "
1964,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,395,300","1,459,000","23,390,000",16.8," "," "," "
1964,"MICHIGAN, WEST CENTRAL, NEWAYGO",26,40,123,YEAR,SUGARBEETS,90," ",550,6.1," "," "," "
1964,"MICHIGAN, WEST CENTRAL",26,40,"   ",YEAR,SUGARBEETS,90," ",550,6.1," "," "," "
1964,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"2,340"," ","31,000",13.2," "," "," "
1964,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"4,010"," ","61,550",15.3," "," "," "
1964,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,210," ","2,950",14," "," "," "
1964,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"2,010"," ","29,830",14.8," "," "," "
1964,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,410," ","4,800",11.7," "," "," "
1964,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,380," ","4,870",12.8," "," "," "
1964,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"9,360"," ","135,000",14.4," "," "," "
1964,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,150," ","1,950",13," "," "," "
1964,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",90,9," "," "," "
1964,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,280," ","4,110",14.7," "," "," "
1964,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,440," ","6,150",14," "," "," "
1964,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"16,010"," ","255,500",16," "," "," "
1964,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"6,100"," ","75,200",12.3," "," "," "
1964,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"16,390"," ","303,300",18.5," "," "," "
1964,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"12,510"," ","200,600",16," "," "," "
1964,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"16,950"," ","295,700",17.4," "," "," "
1964,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,520"," ","24,300",16," "," "," "
1964,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"69,480"," ","1,154,600",16.6," "," "," "
1964,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,570"," ","24,250",15.4," "," "," "
1964,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,"1,200"," ","19,000",15.8," "," "," "
1964,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"2,450"," ","42,950",17.5," "," "," "
1964,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,210," ","3,500",16.7," "," "," "
1964,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"5,430"," ","89,700",16.5," "," "," "
1964,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"84,800","90,100","1,386,000",16.3," "," "," "
1965,"MICHIGAN, EAST CENTRAL, SANILAC",26,60,151,YEAR,SUGARBEETS,"3,710"," ","41,700",11.2," "," "," "
1965,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,249,000","1,314,800","20,918,000",16.8," "," "," "
1965,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,130," ","1,520",11.7," "," "," "
1965,"MICHIGAN, SOUTHEAST, LENAWEE",26,90,091,YEAR,SUGARBEETS,"1,780"," ","38,120",21.4," "," "," "
1965,"MICHIGAN, SOUTHEAST, LAPEER",26,90,087,YEAR,SUGARBEETS,220," ","1,990",9," "," "," "
1965,"MICHIGAN, SOUTHEAST, GENESEE",26,90,049,YEAR,SUGARBEETS,100," ",840,8.4," "," "," "
1965,"MICHIGAN, SOUTHEAST",26,90,"   ",YEAR,SUGARBEETS,"7,230"," ","125,840",17.4," "," "," "
1965,"MICHIGAN, SOUTH CENTRAL, SHIAWASSEE",26,80,155,YEAR,SUGARBEETS,150," ","2,000",13.3," "," "," "
1965,"MICHIGAN, SOUTH CENTRAL, INGHAM",26,80,065,YEAR,SUGARBEETS,10," ",60,6," "," "," "
1965,"MICHIGAN, SOUTH CENTRAL, CLINTON",26,80,037,YEAR,SUGARBEETS,160," ","2,520",15.8," "," "," "
1965,"MICHIGAN, SOUTH CENTRAL",26,80,"   ",YEAR,SUGARBEETS,320," ","4,580",14.3," "," "," "
1965,"MICHIGAN, EAST CENTRAL, TUSCOLA",26,60,157,YEAR,SUGARBEETS,"14,330"," ","239,400",16.7," "," "," "
1965,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"3,490"," ","66,500",19.1," "," "," "
1965,"MICHIGAN, EAST CENTRAL, SAGINAW",26,60,145,YEAR,SUGARBEETS,"14,100"," ","243,700",17.3," "," "," "
1965,"MICHIGAN, EAST CENTRAL, HURON",26,60,063,YEAR,SUGARBEETS,"9,970"," ","160,500",16.1," "," "," "
1965,"MICHIGAN, EAST CENTRAL, BAY",26,60,017,YEAR,SUGARBEETS,"15,250"," ","254,500",16.7," "," "," "
1965,"MICHIGAN, EAST CENTRAL, ARENAC",26,60,011,YEAR,SUGARBEETS,"1,310"," ","20,900",16," "," "," "
1965,"MICHIGAN, EAST CENTRAL",26,60,"   ",YEAR,SUGARBEETS,"58,670"," ","960,700",16.4," "," "," "
1965,"MICHIGAN, CENTRAL, MIDLAND",26,50,111,YEAR,SUGARBEETS,"1,020"," ","13,400",13.1," "," "," "
1965,"MICHIGAN, CENTRAL, ISABELLA",26,50,073,YEAR,SUGARBEETS,390," ","5,470",14," "," "," "
1965,"MICHIGAN, CENTRAL, GRATIOT",26,50,057,YEAR,SUGARBEETS,"1,410"," ","23,850",16.9," "," "," "
1965,"MICHIGAN, CENTRAL, GLADWIN",26,50,051,YEAR,SUGARBEETS,160," ","2,160",13.5," "," "," "
1965,"MICHIGAN, CENTRAL",26,50,"   ",YEAR,SUGARBEETS,"2,980"," ","44,880",15.1," "," "," "
1965,MICHIGAN,26,"  ","   ",YEAR,SUGARBEETS,"69,200","79,600","1,136,000",16.4," "," "," "
1965,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,510"," ","16,870",11.2," "," "," "
1966,"US TOTAL","  ","  ","   ",YEAR,SUGARBEETS,"1,161,200","1,240,100","20,342,200",17.5," "," "," "
1966,"MICHIGAN, SOUTHEAST, ST CLAIR",26,90,147,YEAR,SUGARBEETS,"1,620"," ","20,900",12.9," "," "," "
1966,"MICHIGAN, SOUTHEAST, MONROE",26,90,115,YEAR,SUGARBEETS,"3,220"," ","52,100",16.2," "," "," "
1966,"MICHIGAN, SOUTHEAST, MACOMB",26,90,099,YEAR,SUGARBEETS,130," ","1,850",14.2," "," "," "
